[INFO ] [2021-07-18 16:51:24,800] Register to system
[INFO ] [2021-07-19 12:23:03,531] TC_03 Step 17: Skip uploading certificate
[INFO ] [2021-07-19 12:23:14,862] TC_03 Step 18: Click start identity button
[INFO ] [2021-07-19 12:23:15,207] TC_03 Step 19: Click begin button
[INFO ] [2021-07-19 12:26:03,789] TC_01: Register to system
[INFO ] [2021-07-19 12:26:03,936] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-19 12:26:12,459] TC_01 Step 2: Input full name to full name text box
[INFO ] [2021-07-19 12:26:15,421] TC_01 Step 3: Input email to email text box
[INFO ] [2021-07-19 12:26:17,596] TC_01 Step 4: Input phone to phone text box
[INFO ] [2021-07-19 12:26:19,770] TC_01 Step 5: Select information channel
[INFO ] [2021-07-19 12:26:23,542] TC_01 Step 6: Check to term checkbox
[INFO ] [2021-07-19 12:26:23,859] TC_01 Step 7: Click to continue button
[INFO ] [2021-07-19 12:26:24,197] TC_01 Step 8: Input mobile OTP number
[INFO ] [2021-07-19 12:26:32,667] TC_01 Step 9: Verify the completed register page is displayed
[INFO ] [2021-07-19 12:27:53,090] TC_01: Register to system
[INFO ] [2021-07-19 12:27:53,670] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-19 12:28:01,252] TC_01 Step 2: Input full name to full name text box
[INFO ] [2021-07-19 12:28:04,161] TC_01 Step 3: Input email to email text box
[INFO ] [2021-07-19 12:28:06,393] TC_01 Step 4: Input phone to phone text box
[INFO ] [2021-07-19 12:28:08,577] TC_01 Step 5: Select information channel
[INFO ] [2021-07-19 12:28:12,403] TC_01 Step 6: Check to term checkbox
[INFO ] [2021-07-19 12:28:12,735] TC_01 Step 7: Click to continue button
[INFO ] [2021-07-19 12:28:14,632] TC_01 Step 8: Input mobile OTP number
[INFO ] [2021-07-19 12:28:23,161] TC_01 Step 9: Verify the completed register page is displayed
[INFO ] [2021-07-19 12:28:28,400] TC_02: Input personal detail
[INFO ] [2021-07-19 12:28:28,462] TC_02 Step 1: Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 12:28:28,801] TC_02 Step 2: Select business role
[INFO ] [2021-07-19 12:28:31,286] TC_02 Step 3: Select company register place
[INFO ] [2021-07-19 12:28:37,086] TC_02 Step 4: Select solutions
[INFO ] [2021-07-19 12:28:43,155] TC_02 Step 5: Click to continue button
[INFO ] [2021-07-19 12:28:43,303] TC_02 Step 6: Select registration method
[INFO ] [2021-07-19 12:29:02,176] TC_02 Step 7: Input date of birth to the textbox field
[INFO ] [2021-07-19 12:29:11,760] TC_02 Step 8: Select nationality in dropdown list
[INFO ] [2021-07-19 12:29:17,563] TC_02 Step 9: Select gender in dropdown list
[INFO ] [2021-07-19 12:29:21,237] TC_02 Step 10: Click to submit button
[INFO ] [2021-07-19 12:29:21,623] TC_02 Step 11: Input email OTP number to text box
[INFO ] [2021-07-19 12:37:58,610] TC_01: Register to system
[INFO ] [2021-07-19 12:37:59,096] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-19 12:38:14,017] TC_01 Step 2: Input full name to full name text box
[INFO ] [2021-07-19 12:38:17,704] TC_01 Step 3: Input email to email text box
[INFO ] [2021-07-19 12:38:20,344] TC_01 Step 4: Input phone to phone text box
[INFO ] [2021-07-19 12:38:22,804] TC_01 Step 5: Select information channel
[INFO ] [2021-07-19 12:38:26,453] TC_01 Step 6: Check to term checkbox
[INFO ] [2021-07-19 12:38:26,730] TC_01 Step 7: Click to continue button
[INFO ] [2021-07-19 12:38:26,898] TC_01 Step 8: Input mobile OTP number
[INFO ] [2021-07-19 12:38:39,137] TC_01 Step 9: Verify the completed register page is displayed
[INFO ] [2021-07-19 12:38:47,846] TC_02: Input personal detail
[INFO ] [2021-07-19 12:38:47,934] TC_02 Step 1: Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 12:38:48,106] TC_02 Step 2: Select business role
[INFO ] [2021-07-19 12:38:51,171] TC_02 Step 3: Select company register place
[INFO ] [2021-07-19 12:38:56,885] TC_02 Step 4: Select solutions
[INFO ] [2021-07-19 12:39:02,559] TC_02 Step 5: Click to continue button
[INFO ] [2021-07-19 12:39:02,689] TC_02 Step 6: Select registration method
[INFO ] [2021-07-19 12:39:24,575] TC_02 Step 7: Input date of birth to the textbox field
[INFO ] [2021-07-19 12:39:33,937] TC_02 Step 8: Select nationality in dropdown list
[INFO ] [2021-07-19 12:39:39,569] TC_02 Step 9: Select gender in dropdown list
[INFO ] [2021-07-19 12:39:42,874] TC_02 Step 10: Click to submit button
[INFO ] [2021-07-19 12:39:43,064] TC_02 Step 11: Input email OTP number to text box
[INFO ] [2021-07-19 12:39:51,957] TC_02 Step 12: Verify business detail page is displayed
[INFO ] [2021-07-19 12:39:57,650] TC_03: Input business detail
[INFO ] [2021-07-19 12:39:57,706] TC_03 Step 1: Input business legal name
[INFO ] [2021-07-19 12:40:00,030] TC_03 Step 2: Input entity category
[INFO ] [2021-07-19 12:40:03,370] TC_03 Step 3: Input entity type
[INFO ] [2021-07-19 12:40:06,743] TC_03 Step 4: Input UEN number
[INFO ] [2021-07-19 12:40:09,151] TC_03 Step 5: Input industry
[INFO ] [2021-07-19 12:40:12,579] TC_03 Step 6: Input sub-industry
[INFO ] [2021-07-19 12:40:16,205] TC_03 Step 7: Click to continue button
[INFO ] [2021-07-19 12:40:16,443] TC_03 Step 8: Input business activity
[INFO ] [2021-07-19 12:40:21,050] TC_03 Step 9: Input service detail
[INFO ] [2021-07-19 12:40:24,444] TC_03 Step 10: Input company website
[INFO ] [2021-07-19 12:40:26,883] TC_03 Step 11: Input number of employees
[INFO ] [2021-07-19 12:40:30,298] TC_03 Step 12: Input Annual turnover
[INFO ] [2021-07-19 12:40:33,744] TC_03 Step 13: Click to continue button
[INFO ] [2021-07-19 12:40:33,952] TC_03 Step 14: Answer the first question
[INFO ] [2021-07-19 12:40:59,956] TC_03 Step 15: Answer the second question
[INFO ] [2021-07-19 12:41:00,205] TC_03 Step 16: Click to continue button
[INFO ] [2021-07-19 12:41:00,387] TC_03 Step 17: Skip uploading certificate
[INFO ] [2021-07-19 12:41:16,528] TC_03 Step 18: Click start identity button
[INFO ] [2021-07-19 12:41:16,775] TC_03 Step 19: Click begin button
[INFO ] [2021-07-19 12:47:03,252] TC_01: Register to system
[INFO ] [2021-07-19 12:47:03,803] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-19 12:47:19,286] TC_01 Step 2: Input full name to full name text box
[INFO ] [2021-07-19 12:47:27,511] TC_01 Step 3: Input email to email text box
[INFO ] [2021-07-19 12:47:30,216] TC_01 Step 4: Input phone to phone text box
[INFO ] [2021-07-19 12:47:33,777] TC_01 Step 5: Select information channel
[INFO ] [2021-07-19 12:47:37,266] TC_01 Step 6: Check to term checkbox
[INFO ] [2021-07-19 12:47:37,443] TC_01 Step 7: Click to continue button
[INFO ] [2021-07-19 12:47:37,653] TC_01 Step 8: Input mobile OTP number
[INFO ] [2021-07-19 12:47:49,625] TC_01 Step 9: Verify the completed register page is displayed
[INFO ] [2021-07-19 12:47:55,456] TC_02: Input personal detail
[INFO ] [2021-07-19 12:47:55,541] TC_02 Step 1: Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 12:47:55,731] TC_02 Step 2: Select business role
[INFO ] [2021-07-19 12:48:00,246] TC_02 Step 3: Select company register place
[INFO ] [2021-07-19 12:48:05,884] TC_02 Step 4: Select solutions
[INFO ] [2021-07-19 12:48:11,598] TC_02 Step 5: Click to continue button
[INFO ] [2021-07-19 12:48:11,766] TC_02 Step 6: Select registration method
[INFO ] [2021-07-19 12:48:48,523] TC_02 Step 7: Input date of birth to the textbox field
[INFO ] [2021-07-19 12:48:57,419] TC_02 Step 8: Select nationality in dropdown list
[INFO ] [2021-07-19 12:49:02,891] TC_02 Step 9: Select gender in dropdown list
[INFO ] [2021-07-19 12:49:06,213] TC_02 Step 10: Click to submit button
[INFO ] [2021-07-19 12:49:06,340] TC_02 Step 11: Input email OTP number to text box
[INFO ] [2021-07-19 12:49:29,749] TC_02 Step 12: Verify business detail page is displayed
[INFO ] [2021-07-19 12:49:43,775] TC_03: Input business detail
[INFO ] [2021-07-19 12:49:43,830] TC_03 Step 1: Input business legal name
[INFO ] [2021-07-19 12:49:46,183] TC_03 Step 2: Input entity category
[INFO ] [2021-07-19 12:49:49,555] TC_03 Step 3: Input entity type
[INFO ] [2021-07-19 12:49:52,894] TC_03 Step 4: Input UEN number
[INFO ] [2021-07-19 12:49:55,253] TC_03 Step 5: Input industry
[INFO ] [2021-07-19 12:49:58,694] TC_03 Step 6: Input sub-industry
[INFO ] [2021-07-19 12:50:02,255] TC_03 Step 7: Click to continue button
[INFO ] [2021-07-19 12:50:02,439] TC_03 Step 8: Input business activity
[INFO ] [2021-07-19 12:53:42,516] TC_01: Register to system
[INFO ] [2021-07-19 12:53:43,114] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-19 12:53:43,378] TC_01 Step 2: Input full name to full name text box
[INFO ] [2021-07-19 12:53:47,418] TC_01 Step 3: Input email to email text box
[INFO ] [2021-07-19 12:53:50,129] TC_01 Step 4: Input phone to phone text box
[INFO ] [2021-07-19 12:53:52,648] TC_01 Step 5: Select information channel
[INFO ] [2021-07-19 12:53:56,280] TC_01 Step 6: Check to term checkbox
[INFO ] [2021-07-19 12:53:56,449] TC_01 Step 7: Click to continue button
[INFO ] [2021-07-19 12:53:56,661] TC_01 Step 8: Input mobile OTP number
[INFO ] [2021-07-19 12:54:09,947] TC_01 Step 9: Verify the completed register page is displayed
[INFO ] [2021-07-19 12:54:19,373] TC_02: Input personal detail
[INFO ] [2021-07-19 12:54:19,425] TC_02 Step 1: Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 12:54:19,755] TC_02 Step 2: Select business role
[INFO ] [2021-07-19 12:54:22,781] TC_02 Step 3: Select company register place
[INFO ] [2021-07-19 12:54:28,394] TC_02 Step 4: Select solutions
[INFO ] [2021-07-19 12:54:34,238] TC_02 Step 5: Click to continue button
[INFO ] [2021-07-19 12:54:34,373] TC_02 Step 6: Select registration method
[INFO ] [2021-07-19 12:54:56,481] TC_02 Step 7: Input date of birth to the textbox field
[INFO ] [2021-07-19 12:55:05,207] TC_02 Step 8: Select nationality in dropdown list
[INFO ] [2021-07-19 12:55:10,709] TC_02 Step 9: Select gender in dropdown list
[INFO ] [2021-07-19 12:55:14,100] TC_02 Step 10: Click to submit button
[INFO ] [2021-07-19 12:55:14,254] TC_02 Step 11: Input email OTP number to text box
[INFO ] [2021-07-19 12:55:48,220] TC_02 Step 12: Verify business detail page is displayed
[INFO ] [2021-07-19 12:55:54,318] TC_03: Input business detail
[INFO ] [2021-07-19 12:55:54,374] TC_03 Step 1: Input business legal name
[INFO ] [2021-07-19 12:55:56,788] TC_03 Step 2: Input entity category
[INFO ] [2021-07-19 12:56:00,184] TC_03 Step 3: Input entity type
[INFO ] [2021-07-19 12:56:03,607] TC_03 Step 4: Input UEN number
[INFO ] [2021-07-19 12:56:06,045] TC_03 Step 5: Input industry
[INFO ] [2021-07-19 12:56:09,457] TC_03 Step 6: Input sub-industry
[INFO ] [2021-07-19 12:56:12,996] TC_03 Step 7: Click to continue button
[INFO ] [2021-07-19 12:56:13,232] TC_03 Step 8: Input business activity
[INFO ] [2021-07-19 12:56:17,518] TC_03 Step 9: Input service detail
[INFO ] [2021-07-19 12:56:20,886] TC_03 Step 10: Input company website
[INFO ] [2021-07-19 12:56:23,376] TC_03 Step 11: Input number of employees
[INFO ] [2021-07-19 12:56:26,760] TC_03 Step 12: Input Annual turnover
[INFO ] [2021-07-19 12:56:30,168] TC_03 Step 13: Click to continue button
[INFO ] [2021-07-19 12:56:30,354] TC_03 Step 14: Answer the first question
[INFO ] [2021-07-19 13:23:16,143] TC_01: Register to system
[INFO ] [2021-07-19 13:23:16,367] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-19 13:23:51,811] TC_01 Step 2: Input full name to full name text box
[INFO ] [2021-07-19 13:23:56,060] TC_01 Step 3: Input email to email text box
[INFO ] [2021-07-19 13:23:58,884] TC_01 Step 4: Input phone to phone text box
[INFO ] [2021-07-19 13:24:01,264] TC_01 Step 5: Select information channel
[INFO ] [2021-07-19 13:24:05,365] TC_01 Step 6: Check to term checkbox
[INFO ] [2021-07-19 13:24:05,556] TC_01 Step 7: Click to continue button
[INFO ] [2021-07-19 13:24:05,922] TC_01 Step 8: Input mobile OTP number
[INFO ] [2021-07-19 13:24:38,390] TC_01 Step 9: Verify the completed register page is displayed
[INFO ] [2021-07-19 13:24:45,429] TC_02: Input personal detail
[INFO ] [2021-07-19 13:24:45,761] TC_02 Step 1: Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 13:24:46,173] TC_02 Step 2: Select business role
[INFO ] [2021-07-19 13:24:49,647] TC_02 Step 3: Select company register place
[INFO ] [2021-07-19 13:25:27,481] TC_02 Step 4: Select solutions
[INFO ] [2021-07-19 13:25:33,043] TC_02 Step 5: Click to continue button
[INFO ] [2021-07-19 13:25:33,211] TC_02 Step 6: Select registration method
[INFO ] [2021-07-19 13:25:56,000] TC_02 Step 7: Input date of birth to the textbox field
[INFO ] [2021-07-19 13:26:07,939] TC_02 Step 8: Select nationality in dropdown list
[INFO ] [2021-07-19 13:26:13,499] TC_02 Step 9: Select gender in dropdown list
[INFO ] [2021-07-19 13:26:16,921] TC_02 Step 10: Click to submit button
[INFO ] [2021-07-19 13:26:17,167] TC_02 Step 11: Input email OTP number to text box
[INFO ] [2021-07-19 13:26:59,741] TC_02 Step 12: Verify business detail page is displayed
[INFO ] [2021-07-19 13:27:05,463] TC_03: Input business detail
[INFO ] [2021-07-19 13:27:05,515] TC_03 Step 1: Input business legal name
[INFO ] [2021-07-19 13:27:07,918] TC_03 Step 2: Input entity category
[INFO ] [2021-07-19 13:56:42,038] TC_01: Register to system
[INFO ] [2021-07-19 13:56:42,736] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-19 13:57:01,174] TC_01 Step 2: Input full name to full name text box
[INFO ] [2021-07-19 13:57:13,317] TC_01 Step 3: Input email to email text box
[INFO ] [2021-07-19 13:57:15,592] TC_01 Step 4: Input phone to phone text box
[INFO ] [2021-07-19 13:57:17,844] TC_01 Step 5: Select information channel
[INFO ] [2021-07-19 13:57:46,191] TC_01 Step 6: Check to term checkbox
[INFO ] [2021-07-19 13:57:46,392] TC_02: Input personal detail
[INFO ] [2021-07-19 13:57:46,753] TC_02 Step 1: Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 13:57:46,891] TC_03: Input business detail
[INFO ] [2021-07-19 13:57:46,904] TC_03 Step 1: Input business legal name
[INFO ] [2021-07-19 15:29:28,471] TC_01: Register to system
[INFO ] [2021-07-19 15:29:28,834] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-19 15:29:34,920] TC_01 Step 2: Input full name to full name text box
[INFO ] [2021-07-19 15:29:37,758] TC_01 Step 3: Input email to email text box
[INFO ] [2021-07-19 15:29:39,978] TC_01 Step 4: Input phone to phone text box
[INFO ] [2021-07-19 15:29:42,752] TC_01 Step 5: Select information channel
[INFO ] [2021-07-19 15:29:46,613] TC_01 Step 6: Check to term checkbox
[INFO ] [2021-07-19 15:29:47,093] TC_01 Step 7: Click to continue button
[INFO ] [2021-07-19 15:29:47,477] TC_01 Step 8: Input mobile OTP number
[INFO ] [2021-07-19 15:30:00,918] TC_01 Step 9: Verify the completed register page is displayed
[INFO ] [2021-07-19 15:30:12,261] TC_02: Input personal detail
[INFO ] [2021-07-19 15:30:12,348] TC_02 Step 1: Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 15:30:12,723] TC_02 Step 2: Select business role
[INFO ] [2021-07-19 15:30:15,745] TC_02 Step 3: Select company register place
[INFO ] [2021-07-19 15:31:19,273] TC_03: Input business detail
[INFO ] [2021-07-19 15:31:19,273] TC_03 Step 1: Input business legal name
[INFO ] [2021-07-19 15:42:42,736] TC_01: Register to system
[INFO ] [2021-07-19 15:42:42,969] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-19 15:42:50,782] TC_01 Step 2: Input full name to full name text box
[INFO ] [2021-07-19 15:42:55,753] TC_01 Step 3: Input email to email text box
[INFO ] [2021-07-19 15:42:58,313] TC_01 Step 4: Input phone to phone text box
[INFO ] [2021-07-19 15:43:00,725] TC_01 Step 5: Select information channel
[INFO ] [2021-07-19 15:45:59,462] TC_01: Register to system
[INFO ] [2021-07-19 15:45:59,802] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-19 15:46:09,922] TC_01 Step 2: Input full name to full name text box
[INFO ] [2021-07-19 15:46:12,732] TC_01 Step 3: Input email to email text box
[INFO ] [2021-07-19 15:46:19,617] TC_01 Step 4: Input phone to phone text box
[INFO ] [2021-07-19 15:46:21,932] TC_01 Step 5: Select information channel
[INFO ] [2021-07-19 15:46:25,842] TC_01 Step 6: Check to term checkbox
[INFO ] [2021-07-19 15:46:26,222] TC_01 Step 7: Click to continue button
[INFO ] [2021-07-19 15:46:26,569] TC_01 Step 8: Input mobile OTP number
[INFO ] [2021-07-19 15:46:35,592] TC_01 Step 9: Verify the completed register page is displayed
[INFO ] [2021-07-19 15:46:41,172] TC_02: Input personal detail
[INFO ] [2021-07-19 15:46:41,252] TC_02 Step 1: Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 15:46:41,582] TC_02 Step 2: Select business role
[INFO ] [2021-07-19 15:46:44,012] TC_02 Step 3: Select company register place
[INFO ] [2021-07-19 16:03:43,719] TC_01: Register to system
[INFO ] [2021-07-19 16:03:44,249] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-19 16:03:50,765] TC_01 Step 2: Input full name to full name text box
[INFO ] [2021-07-19 16:12:47,271] TC_01: Register to system
[INFO ] [2021-07-19 16:12:47,757] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-19 16:12:56,617] TC_01 Step 2: Input full name to full name text box
[INFO ] [2021-07-19 16:12:59,810] TC_01 Step 3: Input email to email text box
[INFO ] [2021-07-19 16:13:02,001] TC_01 Step 4: Input phone to phone text box
[INFO ] [2021-07-19 16:13:04,175] TC_01 Step 5: Select information channel
[INFO ] [2021-07-19 16:13:08,016] TC_01 Step 6: Check to term checkbox
[INFO ] [2021-07-19 16:13:08,387] TC_01 Step 7: Click to continue button
[INFO ] [2021-07-19 16:13:08,713] TC_01 Step 8: Input mobile OTP number
[INFO ] [2021-07-19 16:13:19,572] TC_01 Step 9: Verify the completed register page is displayed
[INFO ] [2021-07-19 16:13:28,616] TC_02: Input personal detail
[INFO ] [2021-07-19 16:13:28,700] TC_02 Step 1: Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 16:13:29,050] TC_02 Step 2: Select business role
[INFO ] [2021-07-19 16:13:32,626] TC_02 Step 3: Select company register place
[INFO ] [2021-07-19 16:13:38,430] TC_02 Step 4: Select solutions
[INFO ] [2021-07-19 16:13:44,528] TC_02 Step 5: Click to continue button
[INFO ] [2021-07-19 16:13:44,692] TC_02 Step 6: Select registration method
[INFO ] [2021-07-19 16:14:01,793] TC_02 Step 7: Input date of birth to the textbox field
[INFO ] [2021-07-19 16:14:11,453] TC_02 Step 8: Select nationality in dropdown list
[INFO ] [2021-07-19 16:14:17,388] TC_02 Step 9: Select gender in dropdown list
[INFO ] [2021-07-19 16:14:21,116] TC_02 Step 10: Click to submit button
[INFO ] [2021-07-19 16:14:21,517] TC_02 Step 11: Input email OTP number to text box
[INFO ] [2021-07-19 16:14:34,478] TC_02 Step 12: Verify business detail page is displayed
[INFO ] [2021-07-19 16:14:46,620] TC_03: Input business detail
[INFO ] [2021-07-19 16:14:46,736] TC_03 Step 1: Input business legal name
[INFO ] [2021-07-19 16:14:48,927] TC_03 Step 2: Input entity category
[INFO ] [2021-07-19 16:14:52,656] TC_03 Step 3: Input entity type
[INFO ] [2021-07-19 16:14:56,367] TC_03 Step 4: Input UEN number
[INFO ] [2021-07-19 16:14:58,537] TC_03 Step 5: Input industry
[INFO ] [2021-07-19 16:15:02,333] TC_03 Step 6: Input sub-industry
[INFO ] [2021-07-19 16:15:06,012] TC_03 Step 7: Click to continue button
[INFO ] [2021-07-19 16:15:06,344] TC_03 Step 8: Input business activity
[INFO ] [2021-07-19 16:15:10,671] TC_03 Step 9: Input service detail
[INFO ] [2021-07-19 16:15:12,930] TC_03 Step 10: Input company website
[INFO ] [2021-07-19 16:15:15,152] TC_03 Step 11: Input number of employees
[INFO ] [2021-07-19 16:15:18,830] TC_03 Step 12: Input Annual turnover
[INFO ] [2021-07-19 16:15:22,485] TC_03 Step 13: Click to continue button
[INFO ] [2021-07-19 16:15:22,889] TC_03 Step 14: Answer the first question
[INFO ] [2021-07-19 16:15:56,922] TC_03 Step 15: Answer the second question
[INFO ] [2021-07-19 16:15:57,281] TC_03 Step 16: Click to continue button
[INFO ] [2021-07-19 16:15:57,941] TC_03 Step 17: Skip uploading certificate
[INFO ] [2021-07-19 16:16:11,813] TC_03 Step 18: Click start identity button
[INFO ] [2021-07-19 16:16:12,315] TC_03 Step 19: Click begin button
[INFO ] [2021-07-19 16:16:14,321] TC_03 Step 20: Verify identity verification page is displayed
[INFO ] [2021-07-19 17:38:32,642] TC_01: Register to system
[INFO ] [2021-07-19 17:38:33,296] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-19 17:38:57,366] TC_01 Step 2: Input full name to full name text box
[INFO ] [2021-07-19 17:39:00,886] TC_01 Step 3: Input email to email text box
[INFO ] [2021-07-19 17:39:03,116] TC_01 Step 4: Input phone to phone text box
[INFO ] [2021-07-19 17:39:05,376] TC_01 Step 5: Select information channel
[INFO ] [2021-07-19 17:39:09,560] TC_01 Step 6: Check to term checkbox
[INFO ] [2021-07-19 17:39:09,923] TC_01 Step 7: Click to continue button
[INFO ] [2021-07-19 17:39:10,263] TC_01 Step 8: Input mobile OTP number
[INFO ] [2021-07-19 17:39:20,072] TC_01 Step 9: Verify the completed register page is displayed
[INFO ] [2021-07-19 17:39:26,481] TC_02: Input personal detail
[INFO ] [2021-07-19 17:39:26,490] TC_02 Step 1: Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 17:39:26,879] TC_02 Step 2: Select business role
[INFO ] [2021-07-19 17:39:29,224] TC_02 Step 3: Select company register place
[INFO ] [2021-07-19 17:39:35,114] TC_02 Step 4: Select solutions
[INFO ] [2021-07-19 17:39:41,408] TC_02 Step 5: Click to continue button
[INFO ] [2021-07-19 17:39:41,568] TC_02 Step 6: Select registration method
[INFO ] [2021-07-19 17:40:01,997] TC_02 Step 7: Input date of birth to the text box field
[INFO ] [2021-07-19 17:40:11,828] TC_02 Step 8: Select nationality in dropdown list
[INFO ] [2021-07-19 17:40:17,621] TC_02 Step 9: Select gender in dropdown list
[INFO ] [2021-07-19 17:40:21,271] TC_02 Step 10: Click to submit button
[INFO ] [2021-07-19 17:40:21,608] TC_02 Step 11: Input email OTP number to text box
[INFO ] [2021-07-19 17:40:30,950] TC_02 Step 12: Verify business detail page is displayed
[INFO ] [2021-07-19 17:40:36,668] TC_03: Input business detail
[INFO ] [2021-07-19 17:40:36,731] TC_03 Step 1: Input business legal name
[INFO ] [2021-07-19 17:40:38,906] TC_03 Step 2: Input entity category
[INFO ] [2021-07-19 17:40:42,592] TC_03 Step 3: Input entity type
[INFO ] [2021-07-19 17:40:46,237] TC_03 Step 4: Input UEN number
[INFO ] [2021-07-19 17:40:48,396] TC_03 Step 5: Input industry
[INFO ] [2021-07-19 17:40:52,066] TC_03 Step 6: Input sub-industry
[INFO ] [2021-07-19 17:40:55,768] TC_03 Step 7: Click to continue button
[INFO ] [2021-07-19 17:40:56,089] TC_03 Step 8: Input business activity
[INFO ] [2021-07-19 17:40:59,085] TC_03 Step 9: Input service detail
[INFO ] [2021-07-19 17:41:01,339] TC_03 Step 10: Input company website
[INFO ] [2021-07-19 17:41:03,513] TC_03 Step 11: Input number of employees
[INFO ] [2021-07-19 17:41:07,238] TC_03 Step 12: Input Annual turnover
[INFO ] [2021-07-19 17:41:10,961] TC_03 Step 13: Click to continue button
[INFO ] [2021-07-19 17:41:11,306] TC_03 Step 14: Answer the first question
[INFO ] [2021-07-19 17:41:35,471] TC_03 Step 15: Answer the second question
[INFO ] [2021-07-19 17:41:36,077] TC_03 Step 16: Click to continue button
[INFO ] [2021-07-19 17:41:37,389] TC_03 Step 17: Skip uploading certificate
[INFO ] [2021-07-19 17:41:47,128] TC_03 Step 18: Click start identity button
[INFO ] [2021-07-19 17:41:47,498] TC_03 Step 19: Click begin button
[INFO ] [2021-07-19 17:41:48,886] TC_03 Step 20: Verify identity verification page is displayed
[INFO ] [2021-07-19 17:47:38,259] TC_01: Register to system
[INFO ] [2021-07-19 17:47:38,745] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-19 17:47:52,733] TC_01 Step 2: Input full name to full name text box
[INFO ] [2021-07-19 17:47:57,161] TC_01 Step 3: Input email to email text box
[INFO ] [2021-07-19 17:47:59,383] TC_01 Step 4: Input phone to phone text box
[INFO ] [2021-07-19 17:48:01,714] TC_01 Step 5: Select information channel
[INFO ] [2021-07-19 17:48:05,750] TC_01 Step 6: Check to term checkbox
[INFO ] [2021-07-19 17:48:06,123] TC_01 Step 7: Click to continue button
[INFO ] [2021-07-19 17:48:06,455] TC_01 Step 8: Input mobile OTP number
[INFO ] [2021-07-19 17:48:15,069] TC_01 Step 9: Verify the completed register page is displayed
[INFO ] [2021-07-19 17:48:20,570] TC_02: Input personal detail
[INFO ] [2021-07-19 17:48:20,640] TC_02 Step 1: Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 17:48:21,324] TC_02 Step 2: Select business role
[INFO ] [2021-07-19 17:48:24,241] TC_02 Step 3: Select company register place
[INFO ] [2021-07-19 17:48:30,927] TC_02 Step 4: Select solutions
[INFO ] [2021-07-19 17:48:37,061] TC_02 Step 5: Click to continue button
[INFO ] [2021-07-19 17:48:37,257] TC_02 Step 6: Select registration method
[INFO ] [2021-07-19 17:48:54,880] TC_02 Step 7: Input date of birth to the text box field
[INFO ] [2021-07-19 17:49:07,059] TC_02 Step 8: Select nationality in dropdown list
[INFO ] [2021-07-19 17:49:12,875] TC_02 Step 9: Select gender in dropdown list
[INFO ] [2021-07-19 17:49:17,281] TC_02 Step 10: Click to submit button
[INFO ] [2021-07-19 17:49:17,721] TC_02 Step 11: Input email OTP number to text box
[INFO ] [2021-07-19 17:49:26,178] TC_02 Step 12: Verify business detail page is displayed
[INFO ] [2021-07-19 17:49:30,288] TC_03: Input business detail
[INFO ] [2021-07-19 17:49:30,357] TC_03 Step 1: Input business legal name
[INFO ] [2021-07-19 17:49:32,754] TC_03 Step 2: Input entity category
[INFO ] [2021-07-19 17:49:36,522] TC_03 Step 3: Input entity type
[INFO ] [2021-07-19 17:49:40,337] TC_03 Step 4: Input UEN number
[INFO ] [2021-07-19 17:49:42,594] TC_03 Step 5: Input industry
[INFO ] [2021-07-19 17:49:46,529] TC_03 Step 6: Input sub-industry
[INFO ] [2021-07-19 17:49:50,231] TC_03 Step 7: Click to continue button
[INFO ] [2021-07-19 17:49:50,577] TC_03 Step 8: Input business activity
[INFO ] [2021-07-19 17:49:55,308] TC_03 Step 9: Input service detail
[INFO ] [2021-07-19 17:49:57,673] TC_03 Step 10: Input company website
[INFO ] [2021-07-19 17:49:59,995] TC_03 Step 11: Input number of employees
[INFO ] [2021-07-19 17:50:03,910] TC_03 Step 12: Input Annual turnover
[INFO ] [2021-07-19 17:50:08,193] TC_03 Step 13: Click to continue button
[INFO ] [2021-07-19 17:50:08,654] TC_03 Step 14: Answer the first question
[INFO ] [2021-07-19 17:50:30,975] TC_03 Step 15: Answer the second question
